"Link","Name","Pos","Year","College","RAS","ALLTIME"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30213&amp;ovl=Toledo"">Link</a>","Chip Trayanum","RB","2026","Toledo","9.62","9.62"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30110&amp;ovl=Texas+Tech"">Link</a>","Jacob Rodriguez","LB","2026","Texas Tech","9.61","9.61"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31960&amp;ovl=Nebraska"">Link</a>","Henry Lutovsky","OG","2026","Nebraska","9.61","9.61"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30309&amp;ovl=Iowa"">Link</a>","Mark Gronowski","QB","2026","Iowa","9.61","9.61"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30044&amp;ovl=Utah"">Link</a>","Logan Fano","DE","2026","Utah","9.61","9.61"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30238&amp;ovl=Clemson"">Link</a>","Jeadyn Lukus","CB","2026","Clemson","9.61","9.61"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32521&amp;ovl=Old+Dominion"">Link</a>","Ke'Travion Hargrove","RB","2026","Old Dominion","9.61","9.61"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29925&amp;ovl=Kentucky"">Link</a>","Kendrick Law","WR","2026","Kentucky","9.60","9.60"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31925&amp;ovl=Louisiana"">Link</a>","Jaden Dugger","LB","2026","Louisiana","9.60","9.60"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30141&amp;ovl=South+Carolina"">Link</a>","Jalon Kilgore","SS","2026","South Carolina","9.60","9.60"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31210&amp;ovl=Coastal+Carolina"">Link</a>","Malick Meiga","WR","2026","Coastal Carolina","9.60","9.60"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31367&amp;ovl=Missouri+Western+State"">Link</a>","Grant Finley","DT","2026","Missouri Western State","9.60","9.60"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30056&amp;ovl=Illinois"">Link</a>","Gabe Jacas","DE","2026","Illinois","9.59","9.59"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29958&amp;ovl=Houston"">Link</a>","Tanner Koziol","TE","2026","Houston","9.58","9.58"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30327&amp;ovl=Virginia+Tech"">Link</a>","Kyron Drones","QB","2026","Virginia Tech","9.58","9.58"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31635&amp;ovl=Auburn"">Link</a>","Justin Jones","RB","2026","Auburn","9.57","9.57"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29932&amp;ovl=Mississippi"">Link</a>","De'Zhaun Stribling","WR","2026","Mississippi","9.57","9.57"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31172&amp;ovl=BYU"">Link</a>","Mory Bamba","CB","2026","BYU","9.56","9.56"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31510&amp;ovl=Utah"">Link</a>","Tanoa Togiai","OG","2026","Utah","9.55","9.55"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30194&amp;ovl=Wyoming"">Link</a>","Caden Barnett","OG","2026","Wyoming","9.54","9.54"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30014&amp;ovl=Georgia+Tech"">Link</a>","Keylan Rutledge","OG","2026","Georgia Tech","9.53","9.53"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31042&amp;ovl=Washington"">Link</a>","Omari Evans","WR","2026","Washington","9.53","9.53"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30111&amp;ovl=Michigan"">Link</a>","Jimmy Rolder","LB","2026","Michigan","9.53","9.53"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29966&amp;ovl=Oregon"">Link</a>","Kenyon Sadiq","TE","2026","Oregon","9.52","9.52"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31754&amp;ovl=Cincinnati"">Link</a>","Jay Hunt","DT","2026","Cincinnati","9.51","9.51"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30150&amp;ovl=Texas"">Link</a>","Malik Muhammad","CB","2026","Texas","9.51","9.51"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32680&amp;ovl=Montana"">Link</a>","Liam Brown","OG","2026","Montana","9.51","9.51"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32282&amp;ovl=Utah+Tech"">Link</a>","Rickie Johnson","WR","2026","Utah Tech","9.51","9.51"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29916&amp;ovl=Texas+Tech"">Link</a>","Caleb Douglas","WR","2026","Texas Tech","9.50","9.50"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30794&amp;ovl=Wyoming"">Link</a>","Tyce Westland","DE","2026","Wyoming","9.49","9.49"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31945&amp;ovl=Massachusetts"">Link</a>","Jake McConnachie","WR","2026","Massachusetts","9.49","9.49"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30145&amp;ovl=Houston"">Link</a>","Latrell McCutchin Sr.","CB","2026","Houston","9.49","9.49"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31958&amp;ovl=Nebraska"">Link</a>","Heinrich Haarberg","TE","2026","Nebraska","9.48","9.48"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29962&amp;ovl=Notre+Dame"">Link</a>","Eli Raridon","TE","2026","Notre Dame","9.46","9.46"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32042&amp;ovl=Charlotte"">Link</a>","Reid Williford","LB","2026","Charlotte","9.46","9.46"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30231&amp;ovl=Illinois+State"">Link</a>","Daniel Sobkowicz","WR","2026","Illinois State","9.46","9.46"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31338&amp;ovl=Minnesota"">Link</a>","Brady Denaburg","PK","2026","Minnesota","9.45","9.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31970&amp;ovl=Nebraska"">Link</a>","Dasan McCullough","LB","2026","Nebraska","9.45","9.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30184&amp;ovl=Navy"">Link</a>","Landon Robinson","DT","2026","Navy","9.45","9.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29892&amp;ovl=Clemson"">Link</a>","Adam Randall","RB","2026","Clemson","9.44","9.44"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31365&amp;ovl=Culver-Stockton"">Link</a>","Kyle Dixon","WR","2026","Culver-Stockton","9.42","9.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29968&amp;ovl=Vanderbilt"">Link</a>","Eli Stowers","TE","2026","Vanderbilt","9.42","9.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30222&amp;ovl=Mississippi+State"">Link</a>","Seydou Traore","TE","2026","Mississippi State","9.42","9.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32356&amp;ovl=Duke"">Link</a>","Curtis Cooper","LS","2026","Duke","9.42","9.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30789&amp;ovl=Oklahoma+State"">Link</a>","Kenneth Harris","CB","2026","Oklahoma State","9.41","9.41"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29976&amp;ovl=Boston+College"">Link</a>","Jude Bowry","OT","2026","Boston College","9.40","9.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29901&amp;ovl=Georgia"">Link</a>","Dillon Bell","WR","2026","Georgia","9.40","9.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29924&amp;ovl=Southern+California"">Link</a>","Ja'Kobi Lane","WR","2026","Southern California","9.39","9.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31047&amp;ovl=Washington"">Link</a>","Anterio Thompson","DT","2026","Washington","9.39","9.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30142&amp;ovl=Texas+AM"">Link</a>","Will Lee III","CB","2026","Texas A&M","9.39","9.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30076&amp;ovl=Clemson"">Link</a>","T.J. Parker","DE","2026","Clemson","9.39","9.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30246&amp;ovl=Oklahoma"">Link</a>","Jaydn Ott","RB","2026","Oklahoma","9.38","9.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31951&amp;ovl=Massachusetts"">Link</a>","Ryan Mosesso","OG","2026","Massachusetts","9.38","9.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30020&amp;ovl=Northwestern"">Link</a>","Caleb Tiernan","OT","2026","Northwestern","9.37","9.37"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32304&amp;ovl=Wake+Forest"">Link</a>","Dylan Hazen","LB","2026","Wake Forest","9.36","9.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31548&amp;ovl=Vanderbilt"">Link</a>","Zaylin Wood","DT","2026","Vanderbilt","9.36","9.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30594&amp;ovl=Ball+State"">Link</a>","Adam Saul","PK","2026","Ball State","9.36","9.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30792&amp;ovl=Wyoming"">Link</a>","Carson York","LS","2026","Wyoming","9.35","9.35"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29888&amp;ovl=Kentucky"">Link</a>","Seth McGowan","RB","2026","Kentucky","9.34","9.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30095&amp;ovl=Texas+Christian"">Link</a>","Kaleb Elarms-Orr","LB","2026","Texas Christian","9.33","9.33"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31909&amp;ovl=Liberty"">Link</a>","Casey Cain","WR","2026","Liberty","9.32","9.32"
